StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q6,Q16,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q10_1,Q20,Q20_3_TEXT,Q1,Q2,Q3,Q4,Q5,ImageShown
14/02/25 11:46,14/02/25 11:49,IP Address,87.196.75.187,100,166,TRUE,14/02/25 11:49,R_8mYOPDVfwTkPkgp,,,,,38.7219,-9.1398,anonymous,EN,2-5 times a year,2-4 hours,2,3,1,5,4,3,5,2,1,4,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,9,Portugal,,Male,35-44,Masters or equivalent,Full time worker,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 11:52,14/02/25 11:58,IP Address,95.92.108.248,100,352,TRUE,14/02/25 11:58,R_8ePew5ocfuFOlAz,,,,,38.8219,-9.0947,anonymous,PT,Once a year or less,2-4 hours,2,1,3,4,5,1,5,2,4,3,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,10,Portugal,,Male,25-34,Masters or equivalent,Full time worker,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_mKxCTWQLSh1Vp3a
14/02/25 11:54,14/02/25 11:58,IP Address,148.69.24.100,100,254,TRUE,14/02/25 11:58,R_2ruiU5151TNPuuQ,,,,,41.1459,-8.6169,anonymous,PT,Once a year or less,1-2 hours,1,2,3,5,4,2,4,3,1,5,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,20,Portugal,,Male,18-24,Bachelor's or equivalent,Part-time worker/Intern,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 11:57,14/02/25 12:01,IP Address,193.136.112.90,100,288,TRUE,14/02/25 12:01,R_8qqv48pehbK24M1,,,,,38.7219,-9.1398,anonymous,PT,2-5 times a year,2-4 hours,1,2,3,5,4,1,3,2,4,5,Diasagree,Neither Agree nor Disagree,Diasagree,Diasagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,5,Portugal,,Male,18-24,Bachelor's or equivalent,Student,5000 euros to 7999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 12:00,14/02/25 12:08,IP Address,95.95.206.203,100,498,TRUE,14/02/25 12:08,R_2oBGni54VSjfL9m,,,,,38.8691,-9.0656,anonymous,PT,Once a year or less,1-2 hours,1,2,4,3,5,1,5,3,2,4,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,10,Portugal,,Male,18-24,Bachelor's or equivalent,Unemployed/Housewife,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 12:05,14/02/25 12:09,IP Address,87.103.79.211,100,281,TRUE,14/02/25 12:09,R_2eXyH3PaGFLZ2GE,,,,,38.7219,-9.1398,anonymous,PT,2-5 times a year,2-4 hours,2,1,3,5,4,2,4,1,3,5,Diasagree,Neither Agree nor Disagree,Diasagree,Diasagree,Agree,Agree,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,0,Portugal,,Male,18-24,Bachelor's or equivalent,Student,12000+ euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_mKxCTWQLSh1Vp3a
14/02/25 12:06,14/02/25 12:09,IP Address,85.245.60.167,100,207,TRUE,14/02/25 12:09,R_8kN6eoiPNKGLd7p,,,,,39.1586,-8.7876,anonymous,PT,2-5 times a year,2-4 hours,1,3,2,4,5,3,1,2,4,5,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,40,Portugal,,Male,18-24,High School/Senior High,Student,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 12:06,14/02/25 12:11,IP Address,213.138.249.16,100,318,TRUE,14/02/25 12:11,R_8tL0PUzeztitufo,,,,,32.6333,-16.9,anonymous,PT,More than 10 times a year,1-2 hours,1,2,3,4,5,1,2,3,4,5,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,20,Portugal,,Male,18-24,High School/Senior High,Full time worker,Less than 1500 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 12:09,14/02/25 12:14,IP Address,79.168.1.89,100,285,TRUE,14/02/25 12:14,R_83L1Fn8qD3Fj2pz,,,,,38.7219,-9.1398,anonymous,PT,2-5 times a year,2-4 hours,1,2,3,4,5,1,5,2,4,3,Diasagree,Strongly Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,7,Portugal,,Male,18-24,Bachelor's or equivalent,Student,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_mKxCTWQLSh1Vp3a
14/02/25 12:10,14/02/25 12:14,IP Address,158.162.209.119,100,200,TRUE,14/02/25 12:14,R_80qsgZQd8icrkXa,,,,,38.7219,-9.1398,anonymous,PT,6-10 times a year,2-4 hours,2,1,3,5,4,1,3,4,2,5,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,10,Portugal,,Female,18-24,College/University,Student,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 12:06,14/02/25 12:14,IP Address,85.244.10.121,100,448,TRUE,14/02/25 12:14,R_8ekQaChc4w76Lug,,,,,38.953,-8.9855,anonymous,PT,Once a year or less,1-2 hours,2,1,3,5,4,1,4,2,3,5,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Agree,0,Portugal,,Male,18-24,Bachelor's or equivalent,Student,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 12:11,14/02/25 12:14,IP Address,81.84.65.98,100,160,TRUE,14/02/25 12:14,R_259sjGCI3igJO6Z,,,,,38.8229,-9.1004,anonymous,PT,2-5 times a year,1-2 hours,3,1,2,4,5,2,4,1,5,3,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Agree,20,Portugal,,Female,25-34,Bachelor's or equivalent,Full time worker,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_mKxCTWQLSh1Vp3a
14/02/25 12:10,14/02/25 12:15,IP Address,178.166.51.16,100,305,TRUE,14/02/25 12:15,R_80Pz4AozKkwGOXL,,,,,38.7219,-9.1398,anonymous,PT,Once a year or less,1-2 hours,1,2,5,4,3,2,3,1,4,5,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,15,Portugal,,Male,18-24,Bachelor's or equivalent,Full time worker,Less than 1500 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 12:14,14/02/25 12:16,IP Address,193.136.145.232,100,121,TRUE,14/02/25 12:16,R_88LGI5A7pZKS4MU,,,,,38.7219,-9.1398,anonymous,PT,2-5 times a year,More than 6 hours,3,1,2,5,4,1,3,2,4,5,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,24,Portugal,,Male,18-24,Bachelor's or equivalent,Student,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 12:24,14/02/25 12:28,IP Address,92.223.85.248,100,183,TRUE,14/02/25 12:28,R_9kKIcAqhSnMwu41,,,,,1.314,103.6839,anonymous,PT,6-10 times a year,1-2 hours,5,2,1,3,4,1,3,2,5,4,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,40,Portugal,,Male,35-44,Masters or equivalent,Full time worker,12000+ euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_mKxCTWQLSh1Vp3a
14/02/25 12:29,14/02/25 12:31,IP Address,89.180.28.139,100,157,TRUE,14/02/25 12:31,R_8w6oEU7hhjoGOrQ,,,,,41.1384,-8.6168,anonymous,PT,6-10 times a year,4-6 hours,1,2,4,5,3,3,1,2,4,5,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,0,Portugal,,Female,55-64,Bachelor's or equivalent,Full time worker,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 12:29,14/02/25 12:32,IP Address,87.196.73.60,100,216,TRUE,14/02/25 12:32,R_2s7pZtW05cvTVmo,,,,,38.7219,-9.1398,anonymous,PT,Never,1-2 hours,1,3,5,4,2,1,3,2,5,4,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Agree,19,Portugal,,Female,45-54,High School/Senior High,Full time worker,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 12:29,14/02/25 12:35,IP Address,87.196.75.58,100,362,TRUE,14/02/25 12:35,R_8q9RCKlhNhd5b25,,,,,38.7219,-9.1398,anonymous,PT,Once a year or less,More than 6 hours,1,3,2,4,5,2,5,4,1,3,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,40,Portugal,,Female,55-64,High School/Senior High,Full time worker,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 12:28,14/02/25 12:35,IP Address,85.139.213.56,100,390,TRUE,14/02/25 12:35,R_8JCut3e90Dlpm8q,,,,,38.8979,-9.035,anonymous,PT,2-5 times a year,4-6 hours,2,1,3,4,5,2,1,3,4,5,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,20,Portugal,,Female,55-64,Bachelor's or equivalent,Full time worker,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_mKxCTWQLSh1Vp3a
14/02/25 12:31,14/02/25 12:35,IP Address,46.50.4.35,100,239,TRUE,14/02/25 12:35,R_84MzSKLub2hm2gB,,,,,41.1459,-8.6169,anonymous,PT,2-5 times a year,1-2 hours,2,1,3,4,5,1,4,2,3,5,Neither Agree nor Disagree,Agree,Diasagree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Agree,0,Portugal,,Female,18-24,Bachelor's or equivalent,Student,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 12:32,14/02/25 12:35,IP Address,46.50.3.15,100,152,TRUE,14/02/25 12:35,R_8HDmUV7fL6nMnfz,,,,,38.7219,-9.1398,anonymous,PT,Once a year or less,1-2 hours,1,2,3,5,4,2,4,5,3,1,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,3,Portugal,,Female,45-54,Bachelor's or equivalent,Full time worker,Less than 1500 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 12:32,14/02/25 12:37,IP Address,87.196.74.129,100,325,TRUE,14/02/25 12:37,R_2lR1nIruLAH3JQb,,,,,38.7219,-9.1398,anonymous,PT,2-5 times a year,2-4 hours,3,1,2,4,5,1,5,2,3,4,Neither Agree nor Disagree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,0,Portugal,,Female,18-24,Bachelor's or equivalent,Full time worker,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 12:32,14/02/25 12:38,IP Address,83.240.154.85,100,385,TRUE,14/02/25 12:38,R_2dPT20GvhygtCf2,,,,,37.7392,-25.6617,anonymous,PT,2-5 times a year,1-2 hours,1,2,3,4,5,1,3,4,2,5,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Disagree,20,Portugal,,Male,55-64,Bachelor's or equivalent,Full time worker,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_mKxCTWQLSh1Vp3a
14/02/25 12:29,14/02/25 12:38,IP Address,197.159.188.116,100,545,TRUE,14/02/25 12:38,R_2UKNdYqFHXnO0Zb,,,,,0.3417,6.7286,anonymous,PT,2-5 times a year,More than 6 hours,1,3,2,4,5,3,4,2,1,5,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,34,Portugal,,Female,45-54,Masters or equivalent,Full time worker,5000 euros to 7999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_mKxCTWQLSh1Vp3a
14/02/25 12:38,14/02/25 12:43,IP Address,180.189.162.156,100,289,TRUE,14/02/25 12:43,R_9dmvn4v7WLZASkH,,,,,-8.7541,126.6831,anonymous,PT,2-5 times a year,4-6 hours,1,3,4,2,5,3,2,4,5,1,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,20,Portugal,,Male,55-64,Bachelor's or equivalent,Full time worker,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 12:43,14/02/25 12:47,IP Address,83.223.224.36,100,245,TRUE,14/02/25 12:47,R_8VYVzBaiKx59T9v,,,,,41.1459,-8.6169,anonymous,PT,Once a year or less,1-2 hours,1,2,3,4,5,1,4,3,2,5,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,20,Portugal,,Female,35-44,Bachelor's or equivalent,Full time worker,Less than 1500 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_mKxCTWQLSh1Vp3a
14/02/25 12:41,14/02/25 12:48,IP Address,87.196.75.149,100,454,TRUE,14/02/25 12:48,R_8oo8AT3d1gVKjux,,,,,38.7219,-9.1398,anonymous,PT,Once a year or less,1-2 hours,2,3,1,4,5,1,2,5,4,3,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,40,Portugal,,Female,65+,High School/Senior High,Retired,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 12:50,14/02/25 12:53,IP Address,95.136.75.147,100,204,TRUE,14/02/25 12:53,R_2G8GQ42F6L33NaP,,,,,38.6821,-9.162,anonymous,PT,Once a year or less,1-2 hours,2,4,1,5,3,3,2,5,1,4,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,8,Portugal,,Female,45-54,Bachelor's or equivalent,Full time worker,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 12:50,14/02/25 12:55,IP Address,87.196.72.206,100,285,TRUE,14/02/25 12:55,R_2910pS8XuGWxd05,,,,,38.7219,-9.1398,anonymous,PT,2-5 times a year,1-2 hours,1,2,3,5,4,1,3,2,4,5,Neither Agree nor Disagree,Agree,Diasagree,Diasagree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,1,Portugal,,Male,18-24,High School/Senior High,Student,Less than 1500 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 12:51,14/02/25 12:55,IP Address,89.214.120.99,100,223,TRUE,14/02/25 12:55,R_2CycdFs2gxnD4qD,,,,,38.7219,-9.1398,anonymous,PT,More than 10 times a year,2-4 hours,1,3,2,4,5,1,3,4,5,2,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,6,Portugal,,Female,45-54,Masters or equivalent,Full time worker,Less than 1500 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 13:08,14/02/25 13:13,IP Address,154.18.203.107,100,320,TRUE,14/02/25 13:13,R_9nB1tSsyJ0Cxe9g,,,,,-8.5591,125.5766,anonymous,PT,Once a year or less,More than 6 hours,3,2,1,4,5,2,3,4,1,5,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,7,Other:,Timor-Leste ,Female,55-64,Bachelor's or equivalent,Full time worker,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_mKxCTWQLSh1Vp3a
14/02/25 13:12,14/02/25 13:17,IP Address,185.113.140.244,100,328,TRUE,14/02/25 13:17,R_2I3JT5QDv8wWZ7G,,,,,37.7392,-25.6617,anonymous,PT,Once a year or less,More than 6 hours,2,1,3,4,5,1,5,2,3,4,Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,16,Portugal,,Male,65+,Bachelor's or equivalent,Full time worker,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_mKxCTWQLSh1Vp3a
14/02/25 12:57,14/02/25 13:23,IP Address,87.196.73.190,100,1558,TRUE,14/02/25 13:23,R_8wPZJUHuhh0pok1,,,,,38.7219,-9.1398,anonymous,EN,2-5 times a year,2-4 hours,2,1,3,5,4,3,2,1,4,5,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Diasagree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Strongly Agree,7,Portugal,,Male,18-24,Bachelor's or equivalent,Student,5000 euros to 7999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 13:21,14/02/25 13:26,IP Address,85.246.109.249,100,293,TRUE,14/02/25 13:26,R_8DTcURrLMSXwT2J,,,,,38.65,-27.2167,anonymous,PT,2-5 times a year,2-4 hours,3,1,2,5,4,2,3,1,4,5,Agree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,20,Portugal,,Female,55-64,Bachelor's or equivalent,Full time worker,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_mKxCTWQLSh1Vp3a
14/02/25 13:24,14/02/25 13:30,IP Address,103.112.37.77,100,394,TRUE,14/02/25 13:30,R_9rNSIHHO6a0HFZn,,,,,-8.5591,125.5766,anonymous,PT,2-5 times a year,More than 6 hours,2,1,3,4,5,1,2,3,4,5,Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,30,Portugal,,Female,55-64,Masters or equivalent,Full time worker,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 13:22,14/02/25 13:30,IP Address,176.4.229.150,100,522,TRUE,14/02/25 13:30,R_2ht3ccTQOcV6AJE,,,,,53.5935,9.932,anonymous,EN,2-5 times a year,More than 6 hours,2,3,1,5,4,2,3,1,4,5,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,10,Germany,,Female,55-64,Bachelor's or equivalent,Unemployed/Housewife,12000+ euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_mKxCTWQLSh1Vp3a
14/02/25 12:46,14/02/25 13:32,IP Address,82.154.91.63,100,2715,TRUE,14/02/25 13:32,R_8CpLLiAgQOTWgjm,,,,,39.1586,-8.7876,anonymous,PT,2-5 times a year,4-6 hours,1,2,3,5,4,1,2,3,4,5,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,1,Portugal,,Female,45-54,Bachelor's or equivalent,Full time worker,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 13:28,14/02/25 13:33,IP Address,85.244.228.173,100,334,TRUE,14/02/25 13:33,R_86xJsrcCJas2tTr,,,,,38.7357,-27.061,anonymous,PT,2-5 times a year,2-4 hours,1,2,3,4,5,1,3,2,4,5,Agree,Agree,Diasagree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Agree,0,Portugal,,Male,45-54,Bachelor's or equivalent,Full time worker,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 13:23,14/02/25 13:33,IP Address,94.63.58.149,100,595,TRUE,14/02/25 13:33,R_2zvVsWJMfwctXdP,,,,,38.7219,-9.1398,anonymous,PT,Once a year or less,1-2 hours,3,1,2,5,4,2,3,4,1,5,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Disagree,1,Portugal,,Female,55-64,Bachelor's or equivalent,Full time worker,Less than 1500 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_mKxCTWQLSh1Vp3a
14/02/25 13:32,14/02/25 13:36,IP Address,77.43.56.31,100,258,TRUE,14/02/25 13:36,R_2ygV7rjoV9MfToZ,,,,,41.8905,12.5127,anonymous,PT,Once a year or less,2-4 hours,1,2,3,5,4,1,4,3,2,5,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,15,Portugal,,Female,18-24,Masters or equivalent,Student,5000 euros to 7999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 13:35,14/02/25 13:38,IP Address,93.48.175.198,100,217,TRUE,14/02/25 13:38,R_2HSSz0xFTWYKpdI,,,,,41.8905,12.5127,anonymous,EN,Once a year or less,2-4 hours,1,2,3,4,5,1,5,2,4,3,Agree,Agree,Neither Agree nor Disagree,Diasagree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,12,Portugal,,Female,18-24,College/University,Student,Less than 1500 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_mKxCTWQLSh1Vp3a
14/02/25 13:35,14/02/25 13:39,IP Address,85.244.52.132,100,214,TRUE,14/02/25 13:39,R_2E5BdWJit0aKVac,,,,,38.65,-27.2167,anonymous,PT,2-5 times a year,2-4 hours,3,1,2,5,4,3,2,1,4,5,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,11,Portugal,,Male,55-64,Bachelor's or equivalent,Full time worker,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_mKxCTWQLSh1Vp3a
14/02/25 13:44,14/02/25 13:49,IP Address,86.25.55.70,100,270,TRUE,14/02/25 13:49,R_2rDCKW736aTmiLL,,,,,53.6515,-1.8196,anonymous,EN,6-10 times a year,2-4 hours,1,2,3,4,5,1,3,4,2,5,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,10,Portugal,,Female,25-34,Masters or equivalent,Full time worker,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_mKxCTWQLSh1Vp3a
14/02/25 13:53,14/02/25 13:57,IP Address,87.196.74.242,100,219,TRUE,14/02/25 13:57,R_2wawbNW4PMiBWvC,,,,,38.7219,-9.1398,anonymous,PT,2-5 times a year,1-2 hours,1,2,3,5,4,1,5,2,3,4,Neither Agree nor Disagree,Strongly Agree,Diasagree,Neither Agree nor Disagree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,1,Portugal,,Female,25-34,Masters or equivalent,Full time worker,Less than 1500 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_mKxCTWQLSh1Vp3a
14/02/25 14:00,14/02/25 14:03,IP Address,193.236.62.232,100,191,TRUE,14/02/25 14:03,R_2uxRjlLAfy6U2f2,,,,,38.7219,-9.1398,anonymous,PT,2-5 times a year,More than 6 hours,2,1,5,3,4,1,4,2,3,5,Diasagree,Agree,Strongly Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Agree,3,Portugal,,Male,45-54,Masters or equivalent,Full time worker,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 14:12,14/02/25 14:25,IP Address,82.154.40.21,100,737,TRUE,14/02/25 14:25,R_268P89u8mvhPp0l,,,,,38.7219,-9.1398,anonymous,PT,Once a year or less,2-4 hours,3,2,1,4,5,5,4,3,1,2,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,12,Portugal,,Female,65+,Bachelor's or equivalent,Retired,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
